timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1725176644798,155,GetReqres,200,OK,Konfigurasi beban 1-1,text,true,,1927,159,4,4,https://reqres.in/api/users?page=2,155,0,125
1725176644847,107,GetReqres,200,OK,Konfigurasi beban 1-2,text,true,,1927,159,4,4,https://reqres.in/api/users?page=2,107,0,76
1725176644898,74,GetReqres,200,OK,Konfigurasi beban 1-3,text,true,,1937,159,4,4,https://reqres.in/api/users?page=2,74,0,46
1725176644947,115,GetReqres,200,OK,Konfigurasi beban 1-4,text,true,,1928,159,6,6,https://reqres.in/api/users?page=2,115,0,88
1725176644998,97,GetReqres,200,OK,Konfigurasi beban 1-5,text,true,,1933,159,6,6,https://reqres.in/api/users?page=2,97,0,72
1725176645048,84,GetReqres,200,OK,Konfigurasi beban 1-6,text,true,,1941,159,7,7,https://reqres.in/api/users?page=2,84,0,39
1725176645098,86,GetReqres,200,OK,Konfigurasi beban 1-7,text,true,,1933,159,8,8,https://reqres.in/api/users?page=2,85,0,57
1725176645148,66,GetReqres,200,OK,Konfigurasi beban 1-8,text,true,,1941,159,9,9,https://reqres.in/api/users?page=2,65,0,40
1725176644954,383,PostReqres,201,Created,Konfigurasi beban 1-2,text,true,,930,223,11,11,https://reqres.in/api/users,383,0,0
1725176644953,385,PostReqres,201,Created,Konfigurasi beban 1-1,text,true,,929,223,11,11,https://reqres.in/api/users,385,0,0
1725176645199,170,GetReqres,200,OK,Konfigurasi beban 1-9,text,true,,1941,159,12,12,https://reqres.in/api/users?page=2,170,0,140
1725176644972,398,PostReqres,201,Created,Konfigurasi beban 1-3,text,true,,929,223,12,12,https://reqres.in/api/users,398,0,0
1725176645249,139,GetReqres,200,OK,Konfigurasi beban 1-10,text,true,,1928,159,12,12,https://reqres.in/api/users?page=2,139,0,112
1725176645298,102,GetReqres,200,OK,Konfigurasi beban 1-11,text,true,,1937,159,13,13,https://reqres.in/api/users?page=2,102,0,61
1725176645348,69,GetReqres,200,OK,Konfigurasi beban 1-12,text,true,,1941,159,13,13,https://reqres.in/api/users?page=2,69,0,40
1725176645062,393,PostReqres,201,Created,Konfigurasi beban 1-4,text,true,,930,223,14,14,https://reqres.in/api/users,392,0,0
1725176645398,80,GetReqres,200,OK,Konfigurasi beban 1-13,text,true,,1941,159,14,14,https://reqres.in/api/users?page=2,80,0,46
1725176645096,392,PostReqres,201,Created,Konfigurasi beban 1-5,text,true,,930,223,14,14,https://reqres.in/api/users,392,0,0
1725176645448,68,GetReqres,200,OK,Konfigurasi beban 1-14,text,true,,1941,159,15,15,https://reqres.in/api/users?page=2,68,0,38
1725176645132,389,PostReqres,201,Created,Konfigurasi beban 1-6,text,true,,930,223,15,15,https://reqres.in/api/users,389,0,0
1725176645214,461,PostReqres,201,Created,Konfigurasi beban 1-8,text,true,,930,223,18,18,https://reqres.in/api/users,461,0,0
1725176645497,189,GetReqres,200,OK,Konfigurasi beban 1-15,text,true,,1933,159,18,18,https://reqres.in/api/users?page=2,189,0,166
1725176645184,529,PostReqres,201,Created,Konfigurasi beban 1-7,text,true,,930,223,19,19,https://reqres.in/api/users,529,0,0
1725176645597,122,GetReqres,200,OK,Konfigurasi beban 1-17,text,true,,1941,159,19,19,https://reqres.in/api/users?page=2,122,0,93
1725176645547,172,GetReqres,200,OK,Konfigurasi beban 1-16,text,true,,1941,159,19,19,https://reqres.in/api/users?page=2,172,0,143
1725176645337,391,DeleteReqres,204,No Content,Konfigurasi beban 1-2,,true,,800,176,19,19,https://reqres.in/api/users/2,0,0,0
1725176645647,83,GetReqres,200,OK,Konfigurasi beban 1-18,text,true,,1927,159,18,18,https://reqres.in/api/users?page=2,83,0,53
1725176645339,391,DeleteReqres,204,No Content,Konfigurasi beban 1-1,,true,,800,176,18,18,https://reqres.in/api/users/2,0,0,0
1725176645370,475,DeleteReqres,204,No Content,Konfigurasi beban 1-3,,true,,800,176,18,18,https://reqres.in/api/users/2,0,0,0
1725176645400,445,PostReqres,201,Created,Konfigurasi beban 1-11,text,true,,929,223,18,18,https://reqres.in/api/users,445,0,0
1725176645388,457,PostReqres,201,Created,Konfigurasi beban 1-10,text,true,,930,223,18,18,https://reqres.in/api/users,457,0,0
1725176645455,390,DeleteReqres,204,No Content,Konfigurasi beban 1-4,,true,,800,176,18,18,https://reqres.in/api/users/2,0,0,0
1725176645697,148,GetReqres,200,OK,Konfigurasi beban 1-19,text,true,,1927,159,18,18,https://reqres.in/api/users?page=2,148,0,41
1725176645418,530,PostReqres,201,Created,Konfigurasi beban 1-12,text,true,,930,223,16,16,https://reqres.in/api/users,530,0,0
1725176645488,460,DeleteReqres,204,No Content,Konfigurasi beban 1-5,,true,,800,176,16,16,https://reqres.in/api/users/2,0,0,0
1725176645521,427,DeleteReqres,204,No Content,Konfigurasi beban 1-6,,true,,800,176,16,16,https://reqres.in/api/users/2,0,0,0
1725176645517,431,PostReqres,201,Created,Konfigurasi beban 1-14,text,true,,930,223,16,16,https://reqres.in/api/users,431,0,0
1725176645370,578,PostReqres,201,Created,Konfigurasi beban 1-9,text,true,,929,223,16,16,https://reqres.in/api/users,578,0,0
1725176645478,470,PostReqres,201,Created,Konfigurasi beban 1-13,text,true,,930,223,16,16,https://reqres.in/api/users,470,0,0
1725176645675,376,DeleteReqres,204,No Content,Konfigurasi beban 1-8,,true,,796,176,14,14,https://reqres.in/api/users/2,0,0,0
1725176645748,303,GetReqres,200,OK,Konfigurasi beban 1-20,text,true,,1927,159,14,14,https://reqres.in/api/users?page=2,303,0,203
1725176645719,442,PostReqres,201,Created,Konfigurasi beban 1-17,text,true,,926,223,13,13,https://reqres.in/api/users,442,0,0
1725176645719,442,PostReqres,201,Created,Konfigurasi beban 1-16,text,true,,926,223,13,13,https://reqres.in/api/users,442,0,0
1725176645687,474,PostReqres,201,Created,Konfigurasi beban 1-15,text,true,,926,223,13,13,https://reqres.in/api/users,474,0,0
1725176645714,447,DeleteReqres,204,No Content,Konfigurasi beban 1-7,,true,,796,176,13,13,https://reqres.in/api/users/2,0,0,0
1725176645845,514,DeleteReqres,204,No Content,Konfigurasi beban 1-11,,true,,796,176,12,12,https://reqres.in/api/users/2,0,0,0
1725176645949,410,DeleteReqres,204,No Content,Konfigurasi beban 1-14,,true,,796,176,12,12,https://reqres.in/api/users/2,0,0,0
1725176645845,514,DeleteReqres,204,No Content,Konfigurasi beban 1-10,,true,,796,176,12,12,https://reqres.in/api/users/2,0,0,0
1725176645949,410,DeleteReqres,204,No Content,Konfigurasi beban 1-12,,true,,796,176,12,12,https://reqres.in/api/users/2,0,0,0
1725176645730,629,PostReqres,201,Created,Konfigurasi beban 1-18,text,true,,926,223,12,12,https://reqres.in/api/users,629,0,0
1725176645949,410,DeleteReqres,204,No Content,Konfigurasi beban 1-13,,true,,796,176,12,12,https://reqres.in/api/users/2,0,0,0
1725176645845,514,PostReqres,201,Created,Konfigurasi beban 1-19,text,true,,926,223,12,12,https://reqres.in/api/users,514,0,0
1725176646052,411,PostReqres,201,Created,Konfigurasi beban 1-20,text,true,,926,223,7,7,https://reqres.in/api/users,411,0,0
1725176645949,519,DeleteReqres,204,No Content,Konfigurasi beban 1-9,,true,,796,176,7,7,https://reqres.in/api/users/2,0,0,0
1725176646161,406,DeleteReqres,204,No Content,Konfigurasi beban 1-15,,true,,796,176,6,6,https://reqres.in/api/users/2,0,0,0
1725176646161,505,DeleteReqres,204,No Content,Konfigurasi beban 1-17,,true,,796,176,5,5,https://reqres.in/api/users/2,0,0,0
1725176646161,510,DeleteReqres,204,No Content,Konfigurasi beban 1-16,,true,,796,176,4,4,https://reqres.in/api/users/2,0,0,0
1725176646360,411,DeleteReqres,204,No Content,Konfigurasi beban 1-19,,true,,796,176,3,3,https://reqres.in/api/users/2,0,0,0
1725176646360,518,DeleteReqres,204,No Content,Konfigurasi beban 1-18,,true,,796,176,2,2,https://reqres.in/api/users/2,0,0,0
1725176646464,414,DeleteReqres,204,No Content,Konfigurasi beban 1-20,,true,,796,176,2,2,https://reqres.in/api/users/2,0,0,0
1725176767260,155,GetReqres,200,OK,Konfigurasi beban 1-1,text,true,,1941,159,4,4,https://reqres.in/api/users?page=2,155,0,80
1725176767309,106,GetReqres,200,OK,Konfigurasi beban 1-2,text,true,,1928,159,4,4,https://reqres.in/api/users?page=2,106,0,39
1725176767359,159,GetReqres,200,OK,Konfigurasi beban 1-3,text,true,,1941,159,6,6,https://reqres.in/api/users?page=2,159,0,81
1725176767409,109,GetReqres,200,OK,Konfigurasi beban 1-4,text,true,,1937,159,6,6,https://reqres.in/api/users?page=2,109,0,49
1725176767459,109,GetReqres,200,OK,Konfigurasi beban 1-5,text,true,,1941,159,7,7,https://reqres.in/api/users?page=2,109,0,82
1725176767509,113,GetReqres,200,OK,Konfigurasi beban 1-6,text,true,,1928,159,8,8,https://reqres.in/api/users?page=2,113,0,42
1725176767559,110,GetReqres,200,OK,Konfigurasi beban 1-7,text,true,,1937,159,9,9,https://reqres.in/api/users?page=2,110,0,85
1725176767608,69,GetReqres,200,OK,Konfigurasi beban 1-8,text,true,,1937,159,9,9,https://reqres.in/api/users?page=2,69,0,39
1725176767659,167,GetReqres,200,OK,Konfigurasi beban 1-9,text,true,,1933,159,12,12,https://reqres.in/api/users?page=2,167,0,67
1725176767416,410,PostReqres,201,Created,Konfigurasi beban 1-1,text,true,,934,223,12,12,https://reqres.in/api/users,410,0,0
1725176767708,147,GetReqres,200,OK,Konfigurasi beban 1-10,text,true,,1941,159,12,12,https://reqres.in/api/users?page=2,147,0,120
1725176767809,77,GetReqres,200,OK,Konfigurasi beban 1-12,text,true,,1928,159,13,13,https://reqres.in/api/users?page=2,77,0,46
1725176767758,130,GetReqres,200,OK,Konfigurasi beban 1-11,text,true,,1941,159,13,13,https://reqres.in/api/users?page=2,130,0,97
1725176767416,514,PostReqres,201,Created,Konfigurasi beban 1-2,text,true,,934,223,14,14,https://reqres.in/api/users,514,0,0
1725176767519,425,PostReqres,201,Created,Konfigurasi beban 1-4,text,true,,934,223,14,14,https://reqres.in/api/users,425,0,0
1725176767858,102,GetReqres,200,OK,Konfigurasi beban 1-13,text,true,,1941,159,15,15,https://reqres.in/api/users?page=2,102,0,75
1725176767569,394,PostReqres,201,Created,Konfigurasi beban 1-5,text,true,,934,223,15,15,https://reqres.in/api/users,394,0,0
1725176767908,72,GetReqres,200,OK,Konfigurasi beban 1-14,text,true,,1933,159,15,15,https://reqres.in/api/users?page=2,72,0,45
1725176767622,411,PostReqres,201,Created,Konfigurasi beban 1-6,text,true,,934,223,16,16,https://reqres.in/api/users,411,0,0
1725176767519,514,PostReqres,201,Created,Konfigurasi beban 1-3,text,true,,933,223,16,16,https://reqres.in/api/users,514,0,0
1725176767670,363,PostReqres,201,Created,Konfigurasi beban 1-7,text,true,,930,223,16,16,https://reqres.in/api/users,363,0,0
1725176767959,107,GetReqres,200,OK,Konfigurasi beban 1-15,text,true,,1933,159,17,17,https://reqres.in/api/users?page=2,107,0,76
1725176768008,84,GetReqres,200,OK,Konfigurasi beban 1-16,text,true,,1941,159,17,17,https://reqres.in/api/users?page=2,84,0,53
1725176768058,113,GetReqres,200,OK,Konfigurasi beban 1-17,text,true,,1941,159,19,19,https://reqres.in/api/users?page=2,113,0,80
1725176767827,352,PostReqres,201,Created,Konfigurasi beban 1-9,text,true,,930,223,19,19,https://reqres.in/api/users,352,0,0
1725176768108,86,GetReqres,200,OK,Konfigurasi beban 1-18,text,true,,1937,159,19,19,https://reqres.in/api/users?page=2,86,0,55
1725176767678,531,PostReqres,201,Created,Konfigurasi beban 1-8,text,true,,930,223,20,20,https://reqres.in/api/users,531,0,0
1725176768159,81,GetReqres,200,OK,Konfigurasi beban 1-19,text,true,,1941,159,20,20,https://reqres.in/api/users?page=2,81,0,51
1725176767887,374,PostReqres,201,Created,Konfigurasi beban 1-12,text,true,,930,223,20,20,https://reqres.in/api/users,374,0,0
1725176767888,387,PostReqres,201,Created,Konfigurasi beban 1-11,text,true,,930,223,20,20,https://reqres.in/api/users,387,0,0
1725176768208,75,GetReqres,200,OK,Konfigurasi beban 1-20,text,true,,1933,159,20,20,https://reqres.in/api/users?page=2,75,0,52
1725176767827,617,DeleteReqres,204,No Content,Konfigurasi beban 1-1,,true,,800,176,20,20,https://reqres.in/api/users/2,0,0,0
1725176767963,481,DeleteReqres,204,No Content,Konfigurasi beban 1-5,,true,,800,176,20,20,https://reqres.in/api/users/2,0,0,0
1725176768067,377,PostReqres,201,Created,Konfigurasi beban 1-15,text,true,,930,223,20,20,https://reqres.in/api/users,377,0,0
1725176767945,499,DeleteReqres,204,No Content,Konfigurasi beban 1-4,,true,,800,176,20,20,https://reqres.in/api/users/2,0,0,0
1725176767856,588,PostReqres,201,Created,Konfigurasi beban 1-10,text,true,,929,223,20,20,https://reqres.in/api/users,588,0,0
1725176768034,410,DeleteReqres,204,No Content,Konfigurasi beban 1-7,,true,,800,176,20,20,https://reqres.in/api/users/2,0,0,0
1725176767931,513,DeleteReqres,204,No Content,Konfigurasi beban 1-2,,true,,800,176,20,20,https://reqres.in/api/users/2,0,0,0
1725176767960,484,PostReqres,201,Created,Konfigurasi beban 1-13,text,true,,930,223,20,20,https://reqres.in/api/users,484,0,0
1725176768034,415,DeleteReqres,204,No Content,Konfigurasi beban 1-6,,true,,800,176,15,15,https://reqres.in/api/users/2,0,0,0
1725176767981,505,PostReqres,201,Created,Konfigurasi beban 1-14,text,true,,930,223,14,14,https://reqres.in/api/users,505,0,0
1725176768034,530,DeleteReqres,204,No Content,Konfigurasi beban 1-3,,true,,800,176,14,14,https://reqres.in/api/users/2,0,0,0
1725176768180,391,DeleteReqres,204,No Content,Konfigurasi beban 1-9,,true,,800,176,13,13,https://reqres.in/api/users/2,0,0,0
1725176768209,373,DeleteReqres,204,No Content,Konfigurasi beban 1-8,,true,,800,176,12,12,https://reqres.in/api/users/2,0,0,0
1725176768093,516,PostReqres,201,Created,Konfigurasi beban 1-16,text,true,,930,223,11,11,https://reqres.in/api/users,516,0,0
1725176768194,455,PostReqres,201,Created,Konfigurasi beban 1-18,text,true,,930,223,11,11,https://reqres.in/api/users,455,0,0
1725176768172,497,PostReqres,201,Created,Konfigurasi beban 1-17,text,true,,930,223,11,11,https://reqres.in/api/users,496,0,0
1725176768283,386,PostReqres,201,Created,Konfigurasi beban 1-20,text,true,,930,223,11,11,https://reqres.in/api/users,385,0,0
1725176768275,398,DeleteReqres,204,No Content,Konfigurasi beban 1-11,,true,,800,176,11,11,https://reqres.in/api/users/2,0,0,0
1725176768240,514,PostReqres,201,Created,Konfigurasi beban 1-19,text,true,,930,223,10,10,https://reqres.in/api/users,514,0,0
1725176768261,546,DeleteReqres,204,No Content,Konfigurasi beban 1-12,,true,,800,176,10,10,https://reqres.in/api/users/2,0,0,0
1725176768445,365,DeleteReqres,204,No Content,Konfigurasi beban 1-15,,true,,800,176,9,9,https://reqres.in/api/users/2,0,0,0
1725176768445,410,DeleteReqres,204,No Content,Konfigurasi beban 1-10,,true,,800,176,8,8,https://reqres.in/api/users/2,0,0,0
1725176768445,511,DeleteReqres,204,No Content,Konfigurasi beban 1-13,,true,,800,176,7,7,https://reqres.in/api/users/2,0,0,0
1725176768669,392,DeleteReqres,204,No Content,Konfigurasi beban 1-20,,true,,800,176,6,6,https://reqres.in/api/users/2,0,0,0
1725176768486,575,DeleteReqres,204,No Content,Konfigurasi beban 1-14,,true,,800,176,6,6,https://reqres.in/api/users/2,0,0,0
1725176768610,451,DeleteReqres,204,No Content,Konfigurasi beban 1-16,,true,,800,176,6,6,https://reqres.in/api/users/2,0,0,0
1725176768650,411,DeleteReqres,204,No Content,Konfigurasi beban 1-18,,true,,800,176,6,6,https://reqres.in/api/users/2,0,0,0
1725176768755,372,DeleteReqres,204,No Content,Konfigurasi beban 1-19,,true,,800,176,2,2,https://reqres.in/api/users/2,0,0,0
1725176768669,510,DeleteReqres,204,No Content,Konfigurasi beban 1-17,,true,,800,176,1,1,https://reqres.in/api/users/2,0,0,0
1725178370903,94,GetReqres,200,OK,Konfigurasi beban 1-1,text,true,,1937,159,2,2,https://reqres.in/api/users?page=2,94,0,63
1725178370972,85,GetReqres,200,OK,Konfigurasi beban 1-2,text,true,,1941,159,3,3,https://reqres.in/api/users?page=2,85,0,41
1725178371032,76,GetReqres,200,OK,Konfigurasi beban 1-3,text,true,,1929,159,4,4,https://reqres.in/api/users?page=2,76,0,47
1725178371093,74,GetReqres,200,OK,Konfigurasi beban 1-4,text,true,,1941,159,5,5,https://reqres.in/api/users?page=2,74,0,44
1725178371143,82,GetReqres,200,OK,Konfigurasi beban 1-5,text,true,,1941,159,6,6,https://reqres.in/api/users?page=2,82,0,47
1725178371203,71,GetReqres,200,OK,Konfigurasi beban 1-6,text,true,,1933,159,7,7,https://reqres.in/api/users?page=2,71,0,43
1725178371058,409,PostReqres,201,Created,Konfigurasi beban 1-2,text,true,,930,223,10,10,https://reqres.in/api/users,409,0,0
1725178370998,469,PostReqres,201,Created,Konfigurasi beban 1-1,text,true,,930,223,10,10,https://reqres.in/api/users,469,0,0
1725178371263,204,GetReqres,200,OK,Konfigurasi beban 1-7,text,true,,1929,159,10,10,https://reqres.in/api/users?page=2,204,0,40
1725178371323,178,GetReqres,200,OK,Konfigurasi beban 1-8,text,true,,1933,159,10,10,https://reqres.in/api/users?page=2,178,0,146
1725178371443,75,GetReqres,200,OK,Konfigurasi beban 1-10,text,true,,1933,159,11,11,https://reqres.in/api/users?page=2,75,0,45
1725178371383,135,GetReqres,200,OK,Konfigurasi beban 1-9,text,true,,1933,159,11,11,https://reqres.in/api/users?page=2,135,0,109
1725178371503,71,GetReqres,200,OK,Konfigurasi beban 1-11,text,true,,1933,159,12,12,https://reqres.in/api/users?page=2,71,0,42
1725178371564,62,GetReqres,200,OK,Konfigurasi beban 1-12,text,true,,1933,159,13,13,https://reqres.in/api/users?page=2,62,0,39
1725178371109,533,PostReqres,201,Created,Konfigurasi beban 1-3,text,true,,930,223,13,13,https://reqres.in/api/users,533,0,0
1725178371624,74,GetReqres,200,OK,Konfigurasi beban 1-13,text,true,,1933,159,14,14,https://reqres.in/api/users?page=2,74,0,50
1725178371684,75,GetReqres,200,OK,Konfigurasi beban 1-14,text,true,,1941,159,15,15,https://reqres.in/api/users?page=2,75,0,43
1725178371274,518,PostReqres,201,Created,Konfigurasi beban 1-6,text,true,,930,223,15,15,https://reqres.in/api/users,518,0,0
1725178371743,82,GetReqres,200,OK,Konfigurasi beban 1-15,text,true,,1941,159,16,16,https://reqres.in/api/users?page=2,82,0,47
1725178371467,380,DeleteReqres,204,No Content,Konfigurasi beban 1-1,,true,,800,176,16,16,https://reqres.in/api/users/2,0,0,0
1725178371467,388,DeleteReqres,204,No Content,Konfigurasi beban 1-2,,true,,800,176,15,15,https://reqres.in/api/users/2,0,0,0
1725178371467,388,PostReqres,201,Created,Konfigurasi beban 1-7,text,true,,929,223,15,15,https://reqres.in/api/users,388,0,0
1725178371803,65,GetReqres,200,OK,Konfigurasi beban 1-16,text,true,,1933,159,15,15,https://reqres.in/api/users?page=2,64,0,41
1725178371864,68,GetReqres,200,OK,Konfigurasi beban 1-17,text,true,,1929,159,16,16,https://reqres.in/api/users?page=2,68,0,43
1725178371168,819,PostReqres,201,Created,Konfigurasi beban 1-4,text,true,,930,223,17,17,https://reqres.in/api/users,819,0,0
1725178371922,89,GetReqres,200,OK,Konfigurasi beban 1-18,text,true,,1937,159,17,17,https://reqres.in/api/users?page=2,89,0,61
1725178371519,521,PostReqres,201,Created,Konfigurasi beban 1-10,text,true,,926,223,17,17,https://reqres.in/api/users,521,0,0
1725178371519,548,PostReqres,201,Created,Konfigurasi beban 1-9,text,true,,925,223,18,18,https://reqres.in/api/users,548,0,0
1725178371982,85,GetReqres,200,OK,Konfigurasi beban 1-19,text,true,,1941,159,18,18,https://reqres.in/api/users?page=2,85,0,45
1725178371643,543,DeleteReqres,204,No Content,Konfigurasi beban 1-3,,true,,796,176,20,20,https://reqres.in/api/users/2,0,0,0
1725178371759,427,PostReqres,201,Created,Konfigurasi beban 1-14,text,true,,925,223,20,20,https://reqres.in/api/users,427,0,0
1725178371575,611,PostReqres,201,Created,Konfigurasi beban 1-11,text,true,,925,223,20,20,https://reqres.in/api/users,611,0,0
1725178371627,559,PostReqres,201,Created,Konfigurasi beban 1-12,text,true,,926,223,20,20,https://reqres.in/api/users,559,0,0
1725178372043,179,GetReqres,200,OK,Konfigurasi beban 1-20,text,true,,1933,159,20,20,https://reqres.in/api/users?page=2,179,0,145
1725178372165,71,GetReqres,200,OK,Konfigurasi beban 1-22,text,true,,1941,159,20,20,https://reqres.in/api/users?page=2,71,0,44
1725178371856,383,DeleteReqres,204,No Content,Konfigurasi beban 1-7,,true,,796,176,20,20,https://reqres.in/api/users/2,0,0,0
1725178372103,137,GetReqres,200,OK,Konfigurasi beban 1-21,text,true,,1941,159,19,19,https://reqres.in/api/users?page=2,137,0,110
1725178371502,804,PostReqres,201,Created,Konfigurasi beban 1-8,text,true,,926,223,20,20,https://reqres.in/api/users,804,0,0
1725178372223,97,GetReqres,200,OK,Konfigurasi beban 1-23,text,true,,1937,159,20,20,https://reqres.in/api/users?page=2,97,0,68
1725178371825,516,PostReqres,201,Created,Konfigurasi beban 1-15,text,true,,926,223,20,20,https://reqres.in/api/users,516,0,0
1725178372282,80,GetReqres,200,OK,Konfigurasi beban 1-24,text,true,,1941,159,21,21,https://reqres.in/api/users?page=2,79,0,44
1725178372342,75,GetReqres,200,OK,Konfigurasi beban 1-25,text,true,,1933,159,22,22,https://reqres.in/api/users?page=2,75,0,47
1725178372040,387,DeleteReqres,204,No Content,Konfigurasi beban 1-10,,true,,796,176,22,22,https://reqres.in/api/users/2,0,0,0
1725178372402,83,GetReqres,200,OK,Konfigurasi beban 1-26,text,true,,1938,159,22,22,https://reqres.in/api/users?page=2,83,0,47
1725178372463,77,GetReqres,200,OK,Konfigurasi beban 1-27,text,true,,1941,159,23,23,https://reqres.in/api/users?page=2,77,0,45
1725178372011,531,PostReqres,201,Created,Konfigurasi beban 1-18,text,true,,926,223,23,23,https://reqres.in/api/users,531,0,0
1725178371793,816,DeleteReqres,204,No Content,Konfigurasi beban 1-6,,true,,796,176,24,24,https://reqres.in/api/users/2,0,0,0
1725178372067,544,DeleteReqres,204,No Content,Konfigurasi beban 1-9,,true,,796,176,23,23,https://reqres.in/api/users/2,0,0,0
1725178372523,113,GetReqres,200,OK,Konfigurasi beban 1-28,text,true,,1929,159,22,22,https://reqres.in/api/users?page=2,113,0,85
1725178371868,833,PostReqres,201,Created,Konfigurasi beban 1-16,text,true,,925,223,23,23,https://reqres.in/api/users,833,0,0
1725178371933,781,PostReqres,201,Created,Konfigurasi beban 1-17,text,true,,926,223,24,24,https://reqres.in/api/users,781,0,0
1725178372187,527,DeleteReqres,204,No Content,Konfigurasi beban 1-11,,true,,796,176,24,24,https://reqres.in/api/users/2,0,0,0
1725178372585,145,GetReqres,200,OK,Konfigurasi beban 1-29,text,true,,1937,159,23,23,https://reqres.in/api/users?page=2,145,0,118
1725178372362,384,PostReqres,201,Created,Konfigurasi beban 1-24,text,true,,926,223,23,23,https://reqres.in/api/users,384,0,0
1725178372645,118,GetReqres,200,OK,Konfigurasi beban 1-30,text,true,,1933,159,23,23,https://reqres.in/api/users?page=2,118,0,82
1725178371987,789,DeleteReqres,204,No Content,Konfigurasi beban 1-4,,true,,796,176,24,24,https://reqres.in/api/users/2,0,0,0
1725178372703,76,GetReqres,200,OK,Konfigurasi beban 1-31,text,true,,1933,159,23,23,https://reqres.in/api/users?page=2,76,0,48
1725178372418,393,PostReqres,201,Created,Konfigurasi beban 1-25,text,true,,926,223,23,23,https://reqres.in/api/users,393,0,0
1725178372763,73,GetReqres,200,OK,Konfigurasi beban 1-32,text,true,,1938,159,24,24,https://reqres.in/api/users?page=2,73,0,43
1725178372306,543,DeleteReqres,204,No Content,Konfigurasi beban 1-8,,true,,796,176,24,24,https://reqres.in/api/users/2,0,0,0
1725178372067,839,PostReqres,201,Created,Konfigurasi beban 1-19,text,true,,926,223,24,24,https://reqres.in/api/users,839,0,0
1725178372342,564,DeleteReqres,204,No Content,Konfigurasi beban 1-15,,true,,796,176,24,24,https://reqres.in/api/users/2,0,0,0
1725178372823,114,GetReqres,200,OK,Konfigurasi beban 1-33,text,true,,1941,159,23,23,https://reqres.in/api/users?page=2,114,0,86
1725178372883,85,GetReqres,200,OK,Konfigurasi beban 1-34,text,true,,1937,159,24,24,https://reqres.in/api/users?page=2,85,0,55
1725178372187,803,DeleteReqres,204,No Content,Konfigurasi beban 1-14,,true,,796,176,24,24,https://reqres.in/api/users/2,0,0,0
1725178372187,803,DeleteReqres,204,No Content,Konfigurasi beban 1-12,,true,,796,176,24,24,https://reqres.in/api/users/2,0,0,0
1725178372223,793,PostReqres,201,Created,Konfigurasi beban 1-20,text,true,,925,223,23,23,https://reqres.in/api/users,793,0,0
1725178372945,72,GetReqres,200,OK,Konfigurasi beban 1-35,text,true,,1933,159,23,23,https://reqres.in/api/users?page=2,72,0,47
1725178372636,393,PostReqres,201,Created,Konfigurasi beban 1-28,text,true,,946,223,23,23,https://reqres.in/api/users,393,0,0
1725178371226,1802,PostReqres,201,Created,Konfigurasi beban 1-5,text,false,"The operation lasted too long: It took 1,802 milliseconds, but should not have lasted longer than 1,000 milliseconds.",926,223,23,23,https://reqres.in/api/users,1802,0,0
1725178372237,811,PostReqres,201,Created,Konfigurasi beban 1-22,text,true,,926,223,23,23,https://reqres.in/api/users,811,0,0
1725178373005,73,GetReqres,200,OK,Konfigurasi beban 1-36,text,true,,1941,159,24,24,https://reqres.in/api/users?page=2,73,0,44
1725178372320,805,PostReqres,201,Created,Konfigurasi beban 1-23,text,true,,926,223,25,25,https://reqres.in/api/users,805,0,0
1725178373065,66,GetReqres,200,OK,Konfigurasi beban 1-37,text,true,,1929,159,25,25,https://reqres.in/api/users?page=2,66,0,39
1725178372747,413,DeleteReqres,204,No Content,Konfigurasi beban 1-24,,true,,816,176,25,25,https://reqres.in/api/users/2,0,0,0
1725178372907,411,DeleteReqres,204,No Content,Konfigurasi beban 1-19,,true,,816,176,27,27,https://reqres.in/api/users/2,0,0,0
1725178373122,196,GetReqres,200,OK,Konfigurasi beban 1-38,text,true,,1941,159,27,27,https://reqres.in/api/users?page=2,196,0,95
1725178372542,787,DeleteReqres,204,No Content,Konfigurasi beban 1-18,,true,,816,176,26,26,https://reqres.in/api/users/2,0,0,0
1725178372541,795,PostReqres,201,Created,Konfigurasi beban 1-27,text,true,,946,223,25,25,https://reqres.in/api/users,795,0,0
1725178373182,165,GetReqres,200,OK,Konfigurasi beban 1-39,text,true,,1933,159,25,25,https://reqres.in/api/users?page=2,165,0,138
1725178372968,380,PostReqres,201,Created,Konfigurasi beban 1-34,text,true,,946,223,25,25,https://reqres.in/api/users,380,0,0
1725178372837,519,PostReqres,201,Created,Konfigurasi beban 1-32,text,true,,946,223,25,25,https://reqres.in/api/users,519,0,0
1725178373242,123,GetReqres,200,OK,Konfigurasi beban 1-40,text,true,,1933,159,26,26,https://reqres.in/api/users?page=2,123,0,98
1725178373303,66,GetReqres,200,OK,Konfigurasi beban 1-41,text,true,,1933,159,26,26,https://reqres.in/api/users?page=2,66,0,41
1725178373030,376,DeleteReqres,204,No Content,Konfigurasi beban 1-28,,true,,816,176,26,26,https://reqres.in/api/users/2,0,0,0
1725178373362,79,GetReqres,200,OK,Konfigurasi beban 1-42,text,true,,1929,159,26,26,https://reqres.in/api/users?page=2,79,0,48
