timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1725178684312,407,DeleteReqres,204,No Content,Konfigurasi beban 1-51,,true,,804,176,64,64,https://reqres.in/api/users/2,0,0,0
1725178684642,77,GetReqres,200,OK,Konfigurasi beban 1-106,text,true,,1929,159,64,64,https://reqres.in/api/users?page=2,77,0,48
1725178684357,370,PostReqres,201,Created,Konfigurasi beban 1-81,text,true,,934,223,63,63,https://reqres.in/api/users,370,0,0
1725178684658,73,GetReqres,200,OK,Konfigurasi beban 1-107,text,true,,1932,159,63,63,https://reqres.in/api/users?page=2,72,0,42
1725178684673,66,GetReqres,200,OK,Konfigurasi beban 1-108,text,true,,1937,159,64,64,https://reqres.in/api/users?page=2,66,0,39
1725178684362,391,PostReqres,201,Created,Konfigurasi beban 1-79,text,true,,934,223,65,65,https://reqres.in/api/users,391,0,0
1725178684687,75,GetReqres,200,OK,Konfigurasi beban 1-109,text,true,,1941,159,65,65,https://reqres.in/api/users?page=2,75,0,41
1725178684703,68,GetReqres,200,OK,Konfigurasi beban 1-110,text,true,,1932,159,66,66,https://reqres.in/api/users?page=2,68,0,40
1725178684396,386,PostReqres,201,Created,Konfigurasi beban 1-80,text,true,,934,223,67,67,https://reqres.in/api/users,386,0,0
1725178684414,371,DeleteReqres,204,No Content,Konfigurasi beban 1-56,,true,,804,176,67,67,https://reqres.in/api/users/2,0,0,0
1725178684414,373,DeleteReqres,204,No Content,Konfigurasi beban 1-49,,true,,804,176,66,66,https://reqres.in/api/users/2,0,0,0
1725178684427,367,DeleteReqres,204,No Content,Konfigurasi beban 1-60,,true,,804,176,66,66,https://reqres.in/api/users/2,0,0,0
1725178684717,77,GetReqres,200,OK,Konfigurasi beban 1-111,text,true,,1941,159,66,66,https://reqres.in/api/users?page=2,77,0,48
1725178684423,373,DeleteReqres,204,No Content,Konfigurasi beban 1-59,,true,,804,176,65,65,https://reqres.in/api/users/2,0,0,0
1725178684414,383,DeleteReqres,204,No Content,Konfigurasi beban 1-54,,true,,804,176,64,64,https://reqres.in/api/users/2,0,0,0
1725178684414,387,PostReqres,201,Created,Konfigurasi beban 1-78,text,true,,934,223,63,63,https://reqres.in/api/users,387,0,0
